registry-1  | [registry] 2026-06-10T01:47:11.786Z GET /npm auth=absent
registry-1  | [registry-upstream] GET /chokidar/-/chokidar-4.0.3.tgz status=200 bytes=25133
registry-1  | [registry] 2026-06-10T01:47:13.961Z GET /buffer-from/-/buffer-from-1.1.2.tgz auth=absent
registry-1  | [registry-upstream] GET /chownr/-/chownr-2.0.0.tgz status=200 bytes=2243
registry-1  | [registry-upstream] GET /cli-cursor/-/cli-cursor-5.0.0.tgz status=200 bytes=1927
registry-1  | [registry-upstream] GET /cli-width/-/cli-width-4.1.0.tgz status=200 bytes=2244
registry-1  | [registry-upstream] GET /chalk/-/chalk-5.6.2.tgz status=200 bytes=13831
registry-1  | [registry] 2026-06-10T01:47:13.973Z GET /browserslist/-/browserslist-4.28.2.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.974Z GET /brace-expansion/-/brace-expansion-2.1.1.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.975Z GET /body-parser/-/body-parser-2.2.2.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.977Z GET /beasties/-/beasties-0.3.5.tgz auth=absent
registry-1  | [registry-upstream] GET /chardet/-/chardet-2.1.1.tgz status=200 bytes=23502
registry-1  | [registry-upstream] GET /caniuse-lite/-/caniuse-lite-1.0.30001797.tgz status=200 bytes=347534
registry-1  | [registry-upstream] GET /call-bind-apply-helpers/-/call-bind-apply-helpers-1.0.2.tgz status=200 bytes=6067
registry-1  | [registry] 2026-06-10T01:47:13.993Z GET /boolbase/-/boolbase-1.0.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.994Z GET /balanced-match/-/balanced-match-1.0.2.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.995Z GET /ansis/-/ansis-4.3.1.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:13.996Z GET /baseline-browser-mapping/-/baseline-browser-mapping-2.10.35.tgz auth=absent
registry-1  | [registry-upstream] GET /buffer-from/-/buffer-from-1.1.2.tgz status=200 bytes=2313
registry-1  | [registry-upstream] GET /bytes/-/bytes-3.1.2.tgz status=200 bytes=4496
registry-1  | [registry-upstream] GET /cacache/-/cacache-19.0.1.tgz status=200 bytes=19433
registry-1  | [registry] 2026-06-10T01:47:14.011Z GET /ansi-styles/-/ansi-styles-6.2.3.tgz auth=absent
registry-1  | [registry-upstream] GET /beasties/-/beasties-0.3.5.tgz status=200 bytes=25539
registry-1  | [registry] 2026-06-10T01:47:14.019Z GET /ansi-regex/-/ansi-regex-6.2.2.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.019Z GET /ansi-escapes/-/ansi-escapes-7.3.0.tgz auth=absent
registry-1  | [registry-upstream] GET /body-parser/-/body-parser-2.2.2.tgz status=200 bytes=10690
registry-1  | [registry-upstream] GET /call-bound/-/call-bound-1.0.4.tgz status=200 bytes=6382
registry-1  | [registry-upstream] GET /browserslist/-/browserslist-4.28.2.tgz status=200 bytes=17360
registry-1  | [registry] 2026-06-10T01:47:14.034Z GET /algoliasearch/-/algoliasearch-5.35.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.036Z GET /ajv/-/ajv-8.17.1.tgz auth=absent
registry-1  | [registry-upstream] GET /brace-expansion/-/brace-expansion-2.1.1.tgz status=200 bytes=4450
registry-1  | [registry-upstream] GET /balanced-match/-/balanced-match-1.0.2.tgz status=200 bytes=2668
registry-1  | [registry-upstream] GET /boolbase/-/boolbase-1.0.0.tgz status=200 bytes=851
registry-1  | [registry] 2026-06-10T01:47:14.039Z GET /agent-base/-/agent-base-7.1.4.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.040Z GET /ajv-formats/-/ajv-formats-3.0.1.tgz auth=absent
registry-1  | [registry-upstream] GET /ansis/-/ansis-4.3.1.tgz status=200 bytes=3499
registry-1  | [registry-upstream] GET /baseline-browser-mapping/-/baseline-browser-mapping-2.10.35.tgz status=200 bytes=53304
registry-1  | [registry-upstream] GET /ansi-styles/-/ansi-styles-6.2.3.tgz status=200 bytes=5836
registry-1  | [registry] 2026-06-10T01:47:14.058Z GET /abbrev/-/abbrev-3.0.1.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.060Z GET /accepts/-/accepts-2.0.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.061Z GET /@yarnpkg/lockfile/-/lockfile-1.1.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.063Z GET /@types/estree/-/estree-1.0.9.tgz auth=absent
registry-1  | [registry-upstream] GET /ansi-regex/-/ansi-regex-6.2.2.tgz status=200 bytes=2880
registry-1  | [registry] 2026-06-10T01:47:14.065Z GET /@vitejs/plugin-basic-ssl/-/plugin-basic-ssl-2.1.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.066Z GET /@tufjs/models/-/models-3.0.1.tgz auth=absent
registry-1  | [registry-upstream] GET /ansi-escapes/-/ansi-escapes-7.3.0.tgz status=200 bytes=6499
registry-1  | [registry-upstream] GET /agent-base/-/agent-base-7.1.4.tgz status=200 bytes=7812
registry-1  | [registry] 2026-06-10T01:47:14.084Z GET /@tufjs/canonical-json/-/canonical-json-2.0.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.086Z GET /@tybys/wasm-util/-/wasm-util-0.10.2.tgz auth=absent
registry-1  | [registry-upstream] GET /algoliasearch/-/algoliasearch-5.35.0.tgz status=200 bytes=248647
registry-1  | [registry-upstream] GET /ajv-formats/-/ajv-formats-3.0.1.tgz status=200 bytes=15999
registry-1  | [registry] 2026-06-10T01:47:14.091Z GET /@sigstore/tuf/-/tuf-3.1.1.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.092Z GET /@sigstore/verify/-/verify-2.1.1.tgz auth=absent
registry-1  | [registry-upstream] GET /abbrev/-/abbrev-3.0.1.tgz status=200 bytes=2426
registry-1  | [registry-upstream] GET /accepts/-/accepts-2.0.0.tgz status=200 bytes=5460
registry-1  | [registry] 2026-06-10T01:47:14.108Z GET /@sigstore/sign/-/sign-3.1.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.109Z GET /@sigstore/protobuf-specs/-/protobuf-specs-0.4.3.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.116Z GET /@sigstore/core/-/core-2.0.0.tgz auth=absent
registry-1  | [registry-upstream] GET /@types/estree/-/estree-1.0.9.tgz status=200 bytes=5930
registry-1  | [registry-upstream] GET /ajv/-/ajv-8.17.1.tgz status=200 bytes=217137
registry-1  | [registry] 2026-06-10T01:47:14.120Z GET /@sigstore/bundle/-/bundle-3.1.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.129Z GET /@rollup/rollup-linux-x64-musl/-/rollup-linux-x64-musl-4.61.1.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.131Z GET /@schematics/angular/-/angular-20.3.0.tgz auth=absent
registry-1  | [registry-upstream] GET /@yarnpkg/lockfile/-/lockfile-1.1.0.tgz status=200 bytes=75114
registry-1  | [registry-upstream] GET /@vitejs/plugin-basic-ssl/-/plugin-basic-ssl-2.1.0.tgz status=200 bytes=144918
registry-1  | [registry] 2026-06-10T01:47:14.147Z GET /@rolldown/pluginutils/-/pluginutils-1.0.0-beta.32.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.156Z GET /@rolldown/binding-linux-x64-musl/-/binding-linux-x64-musl-1.0.0-beta.32.tgz auth=absent
registry-1  | [registry-upstream] GET /@tybys/wasm-util/-/wasm-util-0.10.2.tgz status=200 bytes=137612
registry-1  | [registry-upstream] GET /@tufjs/canonical-json/-/canonical-json-2.0.0.tgz status=200 bytes=2691
registry-1  | [registry-upstream] GET /@sigstore/tuf/-/tuf-3.1.1.tgz status=200 bytes=16389
registry-1  | [registry-upstream] GET /@sigstore/sign/-/sign-3.1.0.tgz status=200 bytes=20333
registry-1  | [registry] 2026-06-10T01:47:14.170Z GET /@rolldown/binding-linux-x64-gnu/-/binding-linux-x64-gnu-1.0.0-beta.32.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.173Z GET /@pkgjs/parseargs/-/parseargs-0.11.0.tgz auth=absent
registry-1  | [registry-upstream] GET /@sigstore/protobuf-specs/-/protobuf-specs-0.4.3.tgz status=200 bytes=61392
registry-1  | [registry] 2026-06-10T01:47:14.192Z GET /@rollup/rollup-linux-x64-gnu/-/rollup-linux-x64-gnu-4.61.1.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.192Z GET /@parcel/watcher-linux-x64-musl/-/watcher-linux-x64-musl-2.5.6.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.193Z GET /@parcel/watcher/-/watcher-2.5.6.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.195Z GET /@oxc-project/types/-/types-0.81.0.tgz auth=absent
registry-1  | [registry-upstream] GET /@sigstore/bundle/-/bundle-3.1.0.tgz status=200 bytes=9240
registry-1  | [registry] 2026-06-10T01:47:14.213Z GET /@oxc-project/runtime/-/runtime-0.81.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.229Z GET /@npmcli/run-script/-/run-script-9.1.0.tgz auth=absent
registry-1  | [registry-upstream] GET /@pkgjs/parseargs/-/parseargs-0.11.0.tgz status=200 bytes=21691
registry-1  | [registry-upstream] GET /@tufjs/models/-/models-3.0.1.tgz status=200 bytes=17540
registry-1  | [registry-upstream] GET /@rollup/rollup-linux-x64-musl/-/rollup-linux-x64-musl-4.61.1.tgz status=200 bytes=911598
registry-1  | [registry-upstream] GET /@parcel/watcher/-/watcher-2.5.6.tgz status=200 bytes=34609
registry-1  | [registry] 2026-06-10T01:47:14.254Z GET /@npmcli/redact/-/redact-3.2.2.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.256Z GET /@parcel/watcher-linux-x64-glibc/-/watcher-linux-x64-glibc-2.5.6.tgz auth=absent
registry-1  | [registry-upstream] GET /@sigstore/core/-/core-2.0.0.tgz status=200 bytes=19422
registry-1  | [registry] 2026-06-10T01:47:14.272Z GET /@npmcli/promise-spawn/-/promise-spawn-8.0.3.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.273Z GET /@npmcli/package-json/-/package-json-6.2.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.285Z GET /@npmcli/node-gyp/-/node-gyp-4.0.0.tgz auth=absent
registry-1  | [registry-upstream] GET /@parcel/watcher-linux-x64-musl/-/watcher-linux-x64-musl-2.5.6.tgz status=200 bytes=193696
registry-1  | [registry-upstream] GET /@rolldown/pluginutils/-/pluginutils-1.0.0-beta.32.tgz status=200 bytes=5068
registry-1  | [registry-upstream] GET /@npmcli/run-script/-/run-script-9.1.0.tgz status=200 bytes=7483
registry-1  | [registry] 2026-06-10T01:47:14.308Z GET /@npmcli/git/-/git-6.0.3.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.316Z GET /@npmcli/installed-package-contents/-/installed-package-contents-3.0.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.318Z GET /@npmcli/fs/-/fs-4.0.0.tgz auth=absent
registry-1  | [registry-upstream] GET /@npmcli/promise-spawn/-/promise-spawn-8.0.3.tgz status=200 bytes=5360
registry-1  | [registry-upstream] GET /@rollup/rollup-linux-x64-gnu/-/rollup-linux-x64-gnu-4.61.1.tgz status=200 bytes=906930
registry-1  | [registry-upstream] GET /@npmcli/redact/-/redact-3.2.2.tgz status=200 bytes=5846
registry-1  | [registry] 2026-06-10T01:47:14.354Z GET /@napi-rs/wasm-runtime/-/wasm-runtime-1.1.4.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.357Z GET /@napi-rs/nice-linux-x64-musl/-/nice-linux-x64-musl-1.1.1.tgz auth=absent
registry-1  | [registry-upstream] GET /@npmcli/node-gyp/-/node-gyp-4.0.0.tgz status=200 bytes=1598
registry-1  | [registry-upstream] GET /@npmcli/git/-/git-6.0.3.tgz status=200 bytes=8940
registry-1  | [registry-upstream] GET /@npmcli/fs/-/fs-4.0.0.tgz status=200 bytes=8719
registry-1  | [registry-upstream] GET /@sigstore/verify/-/verify-2.1.1.tgz status=200 bytes=15807
registry-1  | [registry] 2026-06-10T01:47:14.392Z GET /@npmcli/agent/-/agent-3.0.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.395Z GET /@napi-rs/nice/-/nice-1.1.1.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.398Z GET /@napi-rs/nice-linux-x64-gnu/-/nice-linux-x64-gnu-1.1.1.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.400Z GET /@msgpackr-extract/msgpackr-extract-linux-x64/-/msgpackr-extract-linux-x64-3.0.4.tgz auth=absent
registry-1  | [registry-upstream] GET /@npmcli/package-json/-/package-json-6.2.0.tgz status=200 bytes=14157
registry-1  | [registry-upstream] GET /@parcel/watcher-linux-x64-glibc/-/watcher-linux-x64-glibc-2.5.6.tgz status=200 bytes=202240
registry-1  | [registry] 2026-06-10T01:47:14.410Z GET /@lmdb/lmdb-linux-x64/-/lmdb-linux-x64-3.4.2.tgz auth=absent
registry-1  | [registry-upstream] GET /@oxc-project/runtime/-/runtime-0.81.0.tgz status=200 bytes=34794
registry-1  | [registry] 2026-06-10T01:47:14.420Z GET /@jridgewell/trace-mapping/-/trace-mapping-0.3.31.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.424Z GET /@jridgewell/sourcemap-codec/-/sourcemap-codec-1.5.5.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.431Z GET /@modelcontextprotocol/sdk/-/sdk-1.17.3.tgz auth=absent
registry-1  | [registry-upstream] GET /@napi-rs/nice-linux-x64-musl/-/nice-linux-x64-musl-1.1.1.tgz status=200 bytes=193378
registry-1  | [registry-upstream] GET /@napi-rs/wasm-runtime/-/wasm-runtime-1.1.4.tgz status=200 bytes=684385
registry-1  | [registry-upstream] GET /@napi-rs/nice/-/nice-1.1.1.tgz status=200 bytes=5846
registry-1  | [registry-upstream] GET /@napi-rs/nice-linux-x64-gnu/-/nice-linux-x64-gnu-1.1.1.tgz status=200 bytes=183316
registry-1  | [registry-upstream] GET /@npmcli/installed-package-contents/-/installed-package-contents-3.0.0.tgz status=200 bytes=4875
registry-1  | [registry-upstream] GET /@schematics/angular/-/angular-20.3.0.tgz status=200 bytes=1855242
registry-1  | [registry-upstream] GET /@msgpackr-extract/msgpackr-extract-linux-x64/-/msgpackr-extract-linux-x64-3.0.4.tgz status=200 bytes=11525
registry-1  | [registry] 2026-06-10T01:47:14.496Z GET /@listr2/prompt-adapter-inquirer/-/prompt-adapter-inquirer-3.0.1.tgz auth=absent
registry-1  | [registry-upstream] GET /@jridgewell/sourcemap-codec/-/sourcemap-codec-1.5.5.tgz status=200 bytes=17469
registry-1  | [registry-upstream] GET /@jridgewell/trace-mapping/-/trace-mapping-0.3.31.tgz status=200 bytes=30747
registry-1  | [registry] 2026-06-10T01:47:14.501Z GET /@jridgewell/resolve-uri/-/resolve-uri-3.1.2.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.502Z GET /@jridgewell/gen-mapping/-/gen-mapping-0.3.13.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.504Z GET /@istanbuljs/schema/-/schema-0.1.6.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.506Z GET /@isaacs/cliui/-/cliui-8.0.2.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.521Z GET /@inquirer/type/-/type-3.0.10.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.522Z GET /@isaacs/fs-minipass/-/fs-minipass-4.0.1.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.523Z GET /@inquirer/search/-/search-3.2.2.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.525Z GET /@inquirer/select/-/select-4.4.2.tgz auth=absent
registry-1  | [registry-upstream] GET /@npmcli/agent/-/agent-3.0.0.tgz status=200 bytes=6044
registry-1  | [registry] 2026-06-10T01:47:14.558Z GET /@inquirer/rawlist/-/rawlist-4.1.11.tgz auth=absent
registry-1  | [registry-upstream] GET /@jridgewell/resolve-uri/-/resolve-uri-3.1.2.tgz status=200 bytes=9622
registry-1  | [registry] 2026-06-10T01:47:14.568Z GET /@inquirer/prompts/-/prompts-7.8.2.tgz auth=absent
registry-1  | [registry-upstream] GET /@isaacs/cliui/-/cliui-8.0.2.tgz status=200 bytes=6089
registry-1  | [registry-upstream] GET /@listr2/prompt-adapter-inquirer/-/prompt-adapter-inquirer-3.0.1.tgz status=200 bytes=3410
registry-1  | [registry] 2026-06-10T01:47:14.581Z GET /@inquirer/input/-/input-4.3.1.tgz auth=absent
registry-1  | [registry-upstream] GET /@istanbuljs/schema/-/schema-0.1.6.tgz status=200 bytes=5660
registry-1  | [registry-upstream] GET /@inquirer/type/-/type-3.0.10.tgz status=200 bytes=3385
registry-1  | [registry-upstream] GET /@jridgewell/gen-mapping/-/gen-mapping-0.3.13.tgz status=200 bytes=17972
registry-1  | [registry-upstream] GET /@isaacs/fs-minipass/-/fs-minipass-4.0.1.tgz status=200 bytes=12383
registry-1  | [registry] 2026-06-10T01:47:14.594Z GET /@inquirer/figures/-/figures-1.0.15.tgz auth=absent
registry-1  | [registry-upstream] GET /@inquirer/select/-/select-4.4.2.tgz status=200 bytes=6814
registry-1  | [registry] 2026-06-10T01:47:14.598Z GET /@inquirer/number/-/number-3.0.23.tgz auth=absent
registry-1  | [registry-upstream] GET /@inquirer/search/-/search-3.2.2.tgz status=200 bytes=7146
registry-1  | [registry-upstream] GET /@oxc-project/types/-/types-0.81.0.tgz status=200 bytes=7634
registry-1  | [registry] 2026-06-10T01:47:14.603Z GET /@inquirer/external-editor/-/external-editor-1.0.3.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.610Z GET /@inquirer/expand/-/expand-4.0.23.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.613Z GET /@inquirer/password/-/password-4.0.23.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.620Z GET /@inquirer/editor/-/editor-4.2.23.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.623Z GET /@inquirer/core/-/core-10.3.2.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.624Z GET /@inquirer/confirm/-/confirm-5.1.14.tgz auth=absent
registry-1  | [registry-upstream] GET /@inquirer/rawlist/-/rawlist-4.1.11.tgz status=200 bytes=5091
registry-1  | [registry-upstream] GET /@rolldown/binding-linux-x64-musl/-/binding-linux-x64-musl-1.0.0-beta.32.tgz status=200 bytes=7239638
registry-1  | [registry] 2026-06-10T01:47:14.669Z GET /@inquirer/checkbox/-/checkbox-4.3.2.tgz auth=absent
registry-1  | [registry-upstream] GET /@modelcontextprotocol/sdk/-/sdk-1.17.3.tgz status=200 bytes=388073
registry-1  | [registry-upstream] GET /@inquirer/input/-/input-4.3.1.tgz status=200 bytes=4741
registry-1  | [registry-upstream] GET /@inquirer/core/-/core-10.3.2.tgz status=200 bytes=20994
registry-1  | [registry-upstream] GET /@inquirer/external-editor/-/external-editor-1.0.3.tgz status=200 bytes=6731
registry-1  | [registry-upstream] GET /@inquirer/password/-/password-4.0.23.tgz status=200 bytes=3775
registry-1  | [registry-upstream] GET /@inquirer/editor/-/editor-4.2.23.tgz status=200 bytes=4412
registry-1  | [registry-upstream] GET /@inquirer/confirm/-/confirm-5.1.14.tgz status=200 bytes=3616
registry-1  | [registry-upstream] GET /@inquirer/figures/-/figures-1.0.15.tgz status=200 bytes=5769
registry-1  | [registry-upstream] GET /@inquirer/number/-/number-3.0.23.tgz status=200 bytes=4550
registry-1  | [registry-upstream] GET /@inquirer/expand/-/expand-4.0.23.tgz status=200 bytes=4999
registry-1  | [registry-upstream] GET /@inquirer/prompts/-/prompts-7.8.2.tgz status=200 bytes=7991
registry-1  | [registry] 2026-06-10T01:47:14.715Z GET /@esbuild/linux-x64/-/linux-x64-0.25.9.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.717Z GET /@inquirer/ansi/-/ansi-1.0.2.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.718Z GET /@emnapi/runtime/-/runtime-1.11.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.723Z GET /@emnapi/core/-/core-1.11.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.726Z GET /@emnapi/wasi-threads/-/wasi-threads-1.2.2.tgz auth=absent
registry-1  | [registry-upstream] GET /@lmdb/lmdb-linux-x64/-/lmdb-linux-x64-3.4.2.tgz status=200 bytes=5059632
registry-1  | [registry] 2026-06-10T01:47:14.756Z GET /@babel/types/-/types-7.29.7.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.758Z GET /@babel/traverse/-/traverse-7.29.7.tgz auth=absent
registry-1  | [registry-upstream] GET /@inquirer/checkbox/-/checkbox-4.3.2.tgz status=200 bytes=7242
registry-1  | [registry] 2026-06-10T01:47:14.760Z GET /@babel/template/-/template-7.29.7.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.762Z GET /@babel/parser/-/parser-7.29.7.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.762Z GET /@babel/helper-validator-option/-/helper-validator-option-7.29.7.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.763Z GET /@babel/helper-validator-identifier/-/helper-validator-identifier-7.29.7.tgz auth=absent
registry-1  | [registry-upstream] GET /@rolldown/binding-linux-x64-gnu/-/binding-linux-x64-gnu-1.0.0-beta.32.tgz status=200 bytes=7260915
registry-1  | [registry-upstream] GET /@inquirer/ansi/-/ansi-1.0.2.tgz status=200 bytes=2980
registry-1  | [registry] 2026-06-10T01:47:14.778Z GET /@babel/helper-split-export-declaration/-/helper-split-export-declaration-7.24.7.tgz auth=absent
registry-1  | [registry-upstream] GET /@emnapi/runtime/-/runtime-1.11.0.tgz status=200 bytes=67771
registry-1  | [registry] 2026-06-10T01:47:14.790Z GET /@babel/helpers/-/helpers-7.29.7.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.794Z GET /@babel/helper-string-parser/-/helper-string-parser-7.29.7.tgz auth=absent
registry-1  | [registry-upstream] GET /@emnapi/wasi-threads/-/wasi-threads-1.2.2.tgz status=200 bytes=38848
registry-1  | [registry] 2026-06-10T01:47:14.805Z GET /@babel/helper-module-transforms/-/helper-module-transforms-7.29.7.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.808Z GET /@babel/helper-module-imports/-/helper-module-imports-7.29.7.tgz auth=absent
registry-1  | [registry-upstream] GET /@emnapi/core/-/core-1.11.0.tgz status=200 bytes=242927
registry-1  | [registry-upstream] GET /@babel/template/-/template-7.29.7.tgz status=200 bytes=18157
registry-1  | [registry] 2026-06-10T01:47:14.819Z GET /@babel/helper-annotate-as-pure/-/helper-annotate-as-pure-7.27.3.tgz auth=absent
registry-1  | [registry-upstream] GET /@babel/types/-/types-7.29.7.tgz status=200 bytes=301762
registry-1  | [registry-upstream] GET /@babel/traverse/-/traverse-7.29.7.tgz status=200 bytes=168461
registry-1  | [registry-upstream] GET /@babel/helper-validator-option/-/helper-validator-option-7.29.7.tgz status=200 bytes=4384
registry-1  | [registry-upstream] GET /@babel/helper-validator-identifier/-/helper-validator-identifier-7.29.7.tgz status=200 bytes=14245
registry-1  | [registry] 2026-06-10T01:47:14.832Z GET /@babel/core/-/core-7.28.3.tgz auth=absent
registry-1  | [registry-upstream] GET /@babel/helper-split-export-declaration/-/helper-split-export-declaration-7.24.7.tgz status=200 bytes=3644
registry-1  | [registry] 2026-06-10T01:47:14.836Z GET /@babel/helper-globals/-/helper-globals-7.29.7.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.836Z GET /@babel/helper-compilation-targets/-/helper-compilation-targets-7.29.7.tgz auth=absent
registry-1  | [registry-upstream] GET /@babel/helpers/-/helpers-7.29.7.tgz status=200 bytes=188848
registry-1  | [registry-upstream] GET /@babel/helper-module-transforms/-/helper-module-transforms-7.29.7.tgz status=200 bytes=37783
registry-1  | [registry] 2026-06-10T01:47:14.849Z GET /@babel/generator/-/generator-7.29.7.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.850Z GET /@babel/compat-data/-/compat-data-7.29.7.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.851Z GET /@babel/code-frame/-/code-frame-7.29.7.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.853Z GET /@angular/router/-/router-20.3.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.861Z GET /@angular/platform-browser/-/platform-browser-20.3.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.866Z GET /@angular/core/-/core-20.3.0.tgz auth=absent
registry-1  | [registry-upstream] GET /@babel/parser/-/parser-7.29.7.tgz status=200 bytes=438527
registry-1  | [registry] 2026-06-10T01:47:14.869Z GET /@angular/compiler/-/compiler-20.3.0.tgz auth=absent
registry-1  | [registry-upstream] GET /@babel/helper-string-parser/-/helper-string-parser-7.29.7.tgz status=200 bytes=8383
registry-1  | [registry-upstream] GET /@babel/helper-module-imports/-/helper-module-imports-7.29.7.tgz status=200 bytes=14064
registry-1  | [registry-upstream] GET /@babel/helper-globals/-/helper-globals-7.29.7.tgz status=200 bytes=6839
registry-1  | [registry-upstream] GET /@babel/helper-compilation-targets/-/helper-compilation-targets-7.29.7.tgz status=200 bytes=14864
registry-1  | [registry] 2026-06-10T01:47:14.896Z GET /@angular/common/-/common-20.3.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.896Z GET /@angular/build/-/build-20.3.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.899Z GET /@angular-devkit/schematics/-/schematics-20.3.0.tgz auth=absent
registry-1  | [registry-upstream] GET /@babel/core/-/core-7.28.3.tgz status=200 bytes=189248
registry-1  | [registry-upstream] GET /@babel/compat-data/-/compat-data-7.29.7.tgz status=200 bytes=6658
registry-1  | [registry-upstream] GET /@babel/generator/-/generator-7.29.7.tgz status=200 bytes=113441
registry-1  | [registry-upstream] GET /@babel/helper-annotate-as-pure/-/helper-annotate-as-pure-7.27.3.tgz status=200 bytes=2133
registry-1  | [registry-upstream] GET /@babel/code-frame/-/code-frame-7.29.7.tgz status=200 bytes=10384
registry-1  | [registry] 2026-06-10T01:47:14.908Z GET /@angular/compiler-cli/-/compiler-cli-20.3.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.909Z GET /@angular/cli/-/cli-20.3.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.914Z GET /@angular-devkit/core/-/core-20.3.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.915Z GET /@angular-devkit/architect/-/architect-0.2003.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.926Z GET /@ampproject/remapping/-/remapping-2.3.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.926Z GET /@algolia/requester-fetch/-/requester-fetch-5.35.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.927Z GET /@algolia/requester-browser-xhr/-/requester-browser-xhr-5.35.0.tgz auth=absent
registry-1  | [registry-upstream] GET /@esbuild/linux-x64/-/linux-x64-0.25.9.tgz status=200 bytes=4373895
registry-1  | [registry] 2026-06-10T01:47:14.980Z GET /@algolia/requester-node-http/-/requester-node-http-5.35.0.tgz auth=absent
registry-1  | [registry-upstream] GET /@algolia/requester-browser-xhr/-/requester-browser-xhr-5.35.0.tgz status=200 bytes=2238
