nginx-1  | 2026/06/10 01:48:29 [warn] 30#30: *444 an upstream response is buffered to a temporary file /var/cache/nginx/proxy_temp/8/42/0000000428 while reading upstream, client: 172.19.0.1, server: _, request: "GET /npm HTTP/1.1", upstream: "http://172.19.0.2:4873/npm", host: "localhost:28080"
nginx-1  | 172.19.0.1 - GET /accepts/-/accepts-2.0.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/accepts/-/accepts-2.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /abbrev/-/abbrev-3.0.1.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/abbrev/-/abbrev-3.0.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@vitejs/plugin-basic-ssl/-/plugin-basic-ssl-2.1.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@vitejs/plugin-basic-ssl/-/plugin-basic-ssl-2.1.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@yarnpkg/lockfile/-/lockfile-1.1.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@yarnpkg/lockfile/-/lockfile-1.1.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@tybys/wasm-util/-/wasm-util-0.10.2.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@tybys/wasm-util/-/wasm-util-0.10.2.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@types/estree/-/estree-1.0.9.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@types/estree/-/estree-1.0.9.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@tufjs/models/-/models-3.0.1.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@tufjs/models/-/models-3.0.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@tufjs/canonical-json/-/canonical-json-2.0.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@tufjs/canonical-json/-/canonical-json-2.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@sigstore/verify/-/verify-2.1.1.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@sigstore/verify/-/verify-2.1.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@sigstore/tuf/-/tuf-3.1.1.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@sigstore/tuf/-/tuf-3.1.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@sigstore/core/-/core-2.0.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@sigstore/core/-/core-2.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@sigstore/sign/-/sign-3.1.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@sigstore/sign/-/sign-3.1.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@sigstore/protobuf-specs/-/protobuf-specs-0.4.3.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@sigstore/protobuf-specs/-/protobuf-specs-0.4.3.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@sigstore/bundle/-/bundle-3.1.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@sigstore/bundle/-/bundle-3.1.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@schematics/angular/-/angular-20.3.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@schematics/angular/-/angular-20.3.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@rollup/rollup-linux-x64-gnu/-/rollup-linux-x64-gnu-4.61.1.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@rollup/rollup-linux-x64-gnu/-/rollup-linux-x64-gnu-4.61.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@rollup/rollup-linux-x64-musl/-/rollup-linux-x64-musl-4.61.1.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@rollup/rollup-linux-x64-musl/-/rollup-linux-x64-musl-4.61.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@rolldown/pluginutils/-/pluginutils-1.0.0-beta.32.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@rolldown/pluginutils/-/pluginutils-1.0.0-beta.32.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@pkgjs/parseargs/-/parseargs-0.11.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@pkgjs/parseargs/-/parseargs-0.11.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@parcel/watcher-linux-x64-musl/-/watcher-linux-x64-musl-2.5.6.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@parcel/watcher-linux-x64-musl/-/watcher-linux-x64-musl-2.5.6.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@parcel/watcher/-/watcher-2.5.6.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@parcel/watcher/-/watcher-2.5.6.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@parcel/watcher-linux-x64-glibc/-/watcher-linux-x64-glibc-2.5.6.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@parcel/watcher-linux-x64-glibc/-/watcher-linux-x64-glibc-2.5.6.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@oxc-project/runtime/-/runtime-0.81.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@oxc-project/runtime/-/runtime-0.81.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@oxc-project/types/-/types-0.81.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@oxc-project/types/-/types-0.81.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@npmcli/promise-spawn/-/promise-spawn-8.0.3.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@npmcli/promise-spawn/-/promise-spawn-8.0.3.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@npmcli/run-script/-/run-script-9.1.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@npmcli/run-script/-/run-script-9.1.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@npmcli/package-json/-/package-json-6.2.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@npmcli/package-json/-/package-json-6.2.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@npmcli/redact/-/redact-3.2.2.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@npmcli/redact/-/redact-3.2.2.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@npmcli/node-gyp/-/node-gyp-4.0.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@npmcli/node-gyp/-/node-gyp-4.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@rolldown/binding-linux-x64-musl/-/binding-linux-x64-musl-1.0.0-beta.32.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@rolldown/binding-linux-x64-musl/-/binding-linux-x64-musl-1.0.0-beta.32.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@rolldown/binding-linux-x64-gnu/-/binding-linux-x64-gnu-1.0.0-beta.32.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@rolldown/binding-linux-x64-gnu/-/binding-linux-x64-gnu-1.0.0-beta.32.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@npmcli/installed-package-contents/-/installed-package-contents-3.0.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@npmcli/installed-package-contents/-/installed-package-contents-3.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@npmcli/fs/-/fs-4.0.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@npmcli/fs/-/fs-4.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@npmcli/agent/-/agent-3.0.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@npmcli/agent/-/agent-3.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@npmcli/git/-/git-6.0.3.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@npmcli/git/-/git-6.0.3.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@napi-rs/nice-linux-x64-musl/-/nice-linux-x64-musl-1.1.1.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@napi-rs/nice-linux-x64-musl/-/nice-linux-x64-musl-1.1.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@napi-rs/nice-linux-x64-gnu/-/nice-linux-x64-gnu-1.1.1.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@napi-rs/nice-linux-x64-gnu/-/nice-linux-x64-gnu-1.1.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@napi-rs/wasm-runtime/-/wasm-runtime-1.1.4.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@napi-rs/wasm-runtime/-/wasm-runtime-1.1.4.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@msgpackr-extract/msgpackr-extract-linux-x64/-/msgpackr-extract-linux-x64-3.0.4.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@msgpackr-extract/msgpackr-extract-linux-x64/-/msgpackr-extract-linux-x64-3.0.4.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@napi-rs/nice/-/nice-1.1.1.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@napi-rs/nice/-/nice-1.1.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@modelcontextprotocol/sdk/-/sdk-1.17.3.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@modelcontextprotocol/sdk/-/sdk-1.17.3.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@lmdb/lmdb-linux-x64/-/lmdb-linux-x64-3.4.2.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@lmdb/lmdb-linux-x64/-/lmdb-linux-x64-3.4.2.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@listr2/prompt-adapter-inquirer/-/prompt-adapter-inquirer-3.0.1.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@listr2/prompt-adapter-inquirer/-/prompt-adapter-inquirer-3.0.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@jridgewell/trace-mapping/-/trace-mapping-0.3.31.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@jridgewell/trace-mapping/-/trace-mapping-0.3.31.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@jridgewell/gen-mapping/-/gen-mapping-0.3.13.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@jridgewell/gen-mapping/-/gen-mapping-0.3.13.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@jridgewell/sourcemap-codec/-/sourcemap-codec-1.5.5.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@jridgewell/sourcemap-codec/-/sourcemap-codec-1.5.5.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@jridgewell/resolve-uri/-/resolve-uri-3.1.2.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@jridgewell/resolve-uri/-/resolve-uri-3.1.2.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@isaacs/fs-minipass/-/fs-minipass-4.0.1.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@isaacs/fs-minipass/-/fs-minipass-4.0.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@istanbuljs/schema/-/schema-0.1.6.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@istanbuljs/schema/-/schema-0.1.6.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@isaacs/cliui/-/cliui-8.0.2.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@isaacs/cliui/-/cliui-8.0.2.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@inquirer/type/-/type-3.0.10.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@inquirer/type/-/type-3.0.10.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@inquirer/select/-/select-4.4.2.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@inquirer/select/-/select-4.4.2.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@inquirer/search/-/search-3.2.2.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@inquirer/search/-/search-3.2.2.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@inquirer/password/-/password-4.0.23.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@inquirer/password/-/password-4.0.23.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@inquirer/prompts/-/prompts-7.8.2.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@inquirer/prompts/-/prompts-7.8.2.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@inquirer/rawlist/-/rawlist-4.1.11.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@inquirer/rawlist/-/rawlist-4.1.11.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@inquirer/input/-/input-4.3.1.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@inquirer/input/-/input-4.3.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@inquirer/number/-/number-3.0.23.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@inquirer/number/-/number-3.0.23.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@inquirer/external-editor/-/external-editor-1.0.3.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@inquirer/external-editor/-/external-editor-1.0.3.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@inquirer/figures/-/figures-1.0.15.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@inquirer/figures/-/figures-1.0.15.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@inquirer/expand/-/expand-4.0.23.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@inquirer/expand/-/expand-4.0.23.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@inquirer/core/-/core-10.3.2.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@inquirer/core/-/core-10.3.2.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@inquirer/editor/-/editor-4.2.23.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@inquirer/editor/-/editor-4.2.23.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@inquirer/checkbox/-/checkbox-4.3.2.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@inquirer/checkbox/-/checkbox-4.3.2.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@inquirer/confirm/-/confirm-5.1.14.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@inquirer/confirm/-/confirm-5.1.14.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@inquirer/ansi/-/ansi-1.0.2.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@inquirer/ansi/-/ansi-1.0.2.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@emnapi/wasi-threads/-/wasi-threads-1.2.2.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@emnapi/wasi-threads/-/wasi-threads-1.2.2.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@emnapi/core/-/core-1.11.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@emnapi/core/-/core-1.11.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@emnapi/runtime/-/runtime-1.11.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@emnapi/runtime/-/runtime-1.11.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@babel/traverse/-/traverse-7.29.7.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@babel/traverse/-/traverse-7.29.7.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@babel/template/-/template-7.29.7.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@babel/template/-/template-7.29.7.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@babel/types/-/types-7.29.7.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@babel/types/-/types-7.29.7.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@babel/parser/-/parser-7.29.7.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@babel/parser/-/parser-7.29.7.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@babel/helpers/-/helpers-7.29.7.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@babel/helpers/-/helpers-7.29.7.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@babel/helper-validator-option/-/helper-validator-option-7.29.7.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@babel/helper-validator-option/-/helper-validator-option-7.29.7.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@babel/helper-string-parser/-/helper-string-parser-7.29.7.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@babel/helper-string-parser/-/helper-string-parser-7.29.7.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@esbuild/linux-x64/-/linux-x64-0.25.9.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@esbuild/linux-x64/-/linux-x64-0.25.9.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@babel/helper-validator-identifier/-/helper-validator-identifier-7.29.7.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@babel/helper-validator-identifier/-/helper-validator-identifier-7.29.7.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@babel/helper-module-transforms/-/helper-module-transforms-7.29.7.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@babel/helper-module-transforms/-/helper-module-transforms-7.29.7.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@babel/helper-module-imports/-/helper-module-imports-7.29.7.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@babel/helper-module-imports/-/helper-module-imports-7.29.7.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@babel/helper-split-export-declaration/-/helper-split-export-declaration-7.24.7.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@babel/helper-split-export-declaration/-/helper-split-export-declaration-7.24.7.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@babel/helper-annotate-as-pure/-/helper-annotate-as-pure-7.27.3.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@babel/helper-annotate-as-pure/-/helper-annotate-as-pure-7.27.3.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@babel/helper-compilation-targets/-/helper-compilation-targets-7.29.7.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@babel/helper-compilation-targets/-/helper-compilation-targets-7.29.7.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@babel/helper-globals/-/helper-globals-7.29.7.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@babel/helper-globals/-/helper-globals-7.29.7.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@babel/generator/-/generator-7.29.7.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@babel/generator/-/generator-7.29.7.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@babel/compat-data/-/compat-data-7.29.7.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@babel/compat-data/-/compat-data-7.29.7.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@babel/core/-/core-7.28.3.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@babel/core/-/core-7.28.3.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@angular/router/-/router-20.3.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@angular/router/-/router-20.3.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@angular/platform-browser/-/platform-browser-20.3.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@angular/platform-browser/-/platform-browser-20.3.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@babel/code-frame/-/code-frame-7.29.7.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@babel/code-frame/-/code-frame-7.29.7.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@angular/compiler/-/compiler-20.3.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@angular/compiler/-/compiler-20.3.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@angular/core/-/core-20.3.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@angular/core/-/core-20.3.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@angular/compiler-cli/-/compiler-cli-20.3.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@angular/compiler-cli/-/compiler-cli-20.3.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@angular/common/-/common-20.3.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@angular/common/-/common-20.3.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@angular/cli/-/cli-20.3.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@angular/cli/-/cli-20.3.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@angular/build/-/build-20.3.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@angular/build/-/build-20.3.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@angular-devkit/schematics/-/schematics-20.3.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@angular-devkit/schematics/-/schematics-20.3.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@angular-devkit/architect/-/architect-0.2003.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@angular-devkit/architect/-/architect-0.2003.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@algolia/requester-fetch/-/requester-fetch-5.35.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@algolia/requester-fetch/-/requester-fetch-5.35.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@algolia/requester-browser-xhr/-/requester-browser-xhr-5.35.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@algolia/requester-browser-xhr/-/requester-browser-xhr-5.35.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@algolia/requester-node-http/-/requester-node-http-5.35.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@algolia/requester-node-http/-/requester-node-http-5.35.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@algolia/recommend/-/recommend-5.35.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@algolia/recommend/-/recommend-5.35.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@algolia/monitoring/-/monitoring-1.35.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@algolia/monitoring/-/monitoring-1.35.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@algolia/ingestion/-/ingestion-1.35.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@algolia/ingestion/-/ingestion-1.35.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@angular-devkit/core/-/core-20.3.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@angular-devkit/core/-/core-20.3.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@algolia/client-query-suggestions/-/client-query-suggestions-5.35.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@algolia/client-query-suggestions/-/client-query-suggestions-5.35.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@ampproject/remapping/-/remapping-2.3.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@ampproject/remapping/-/remapping-2.3.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@algolia/client-search/-/client-search-5.35.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@algolia/client-search/-/client-search-5.35.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@algolia/client-personalization/-/client-personalization-5.35.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@algolia/client-personalization/-/client-personalization-5.35.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@algolia/client-common/-/client-common-5.35.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@algolia/client-common/-/client-common-5.35.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@algolia/client-abtesting/-/client-abtesting-5.35.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@algolia/client-abtesting/-/client-abtesting-5.35.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@algolia/client-analytics/-/client-analytics-5.35.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@algolia/client-analytics/-/client-analytics-5.35.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@algolia/client-insights/-/client-insights-5.35.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@algolia/client-insights/-/client-insights-5.35.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /@algolia/abtesting/-/abtesting-1.1.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/@algolia/abtesting/-/abtesting-1.1.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /strip-ansi/-/strip-ansi-6.0.1.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/strip-ansi/-/strip-ansi-6.0.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /is-fullwidth-code-point/-/is-fullwidth-code-point-3.0.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/is-fullwidth-code-point/-/is-fullwidth-code-point-3.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /emoji-regex/-/emoji-regex-8.0.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/emoji-regex/-/emoji-regex-8.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /string-width/-/string-width-4.2.3.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/string-width/-/string-width-4.2.3.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /ansi-regex/-/ansi-regex-5.0.1.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/ansi-regex/-/ansi-regex-5.0.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /ansi-styles/-/ansi-styles-4.3.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/ansi-styles/-/ansi-styles-4.3.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /strip-ansi/-/strip-ansi-6.0.1.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/strip-ansi/-/strip-ansi-6.0.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /string-width/-/string-width-4.2.3.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/string-width/-/string-width-4.2.3.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /emoji-regex/-/emoji-regex-8.0.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/emoji-regex/-/emoji-regex-8.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /is-fullwidth-code-point/-/is-fullwidth-code-point-3.0.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/is-fullwidth-code-point/-/is-fullwidth-code-point-3.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /ansi-styles/-/ansi-styles-4.3.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/ansi-styles/-/ansi-styles-4.3.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /ansi-regex/-/ansi-regex-5.0.1.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/ansi-regex/-/ansi-regex-5.0.1.tgz" args="-"
